"source";"Act. GI Day";"Actual delivery date";"BG  booked";"BG  booked2";"Calendar Day";"Carrier";"Carrier2";"Company Code";"Company Code2";"Core Business Indicator";"Core Business Indicator2";"Country ship-to";"Country ship-to2";"Country sold-to";"Country sold-to2";"Created on";"Cust Hier1";"Cust Hier12";"Cust Hier2";"Cust Hier22";"Cust Hier3";"Cust Hier32";"Customer Channel";"Customer Channel2";"Customer Cluster";"Customer Cluster2";"Delivery date plann.";"Delivery plant";"Delivery plant2";"Document currency";"Document currency2";"Exchange rate effect";"Extern. Sales Office";"Extern. Sales Office2";"FI-ML0";"FI-ML02";"Fiscal year/period";"Fiscal year/period2";"Int. Sales Group";"Int. Sales Group2";"Int. Sales office";"Int. Sales office2";"Key Industry";"Key Industry2";"Leg transp. Chain";"Leg transp. Chain2";"Loading Country";"Loading Country2";"Loading location";"Loading location2";"Marketing Customer ship-to";"Marketing Customer ship-to2";"Marketing Customer sold-to";"Marketing Customer sold-to2";"Marketing Level 0";"Marketing Level 02";"Marketing Level 1";"Marketing Level 12";"Marketing Level 2";"Marketing Level 22";"Marketing Level 3";"Marketing Level 32";"Marketing Level 4";"Marketing Level 42";"Material";"Material2";"Mode of transport";"Mode of transport2";"Net due date";"PH3 Cluster";"PH3 Cluster2";"Plan. goods is. date";"Plant";"Plant2";"Posting date";"Prod.Hier.1";"Prod.Hier.12";"Prod.Hier.2";"Prod.Hier.22";"Prod.Hier.3";"Prod.Hier.32";"Prod.Hier.4";"Prod.Hier.42";"Prod.Hier.5";"Prod.Hier.52";"Prod.Hier.6";"Prod.Hier.62";"Prod.Hier.622";"Prod.Hier.6222";"Produced Material";"Produced Material2";"Region ship-to";"Region ship-to2";"Region sold-to";"Region sold-to2";"Reporting Unit  book";"Reporting Unit  book2";"Risk Class";"Risk Class2";"Risk category";"Risk category2";"SBE";"SBE2";"Sales Organization";"Sales Organization2";"Ship-to";"Ship-to2";"ShipTo State/ Province";"ShipTo State/ Province2";"Sold-to";"Sold-to2";"SoldTo State/ Province";"SoldTo State/ Province2";"Subregion ship-to";"Subregion ship-to2";"Subregion sold-to";"Subregion sold-to2";"T3 Arr. Date planned";"T3 Arr. date actual";"T3 Loading Loc. ROI";"T3 Loading Loc. ROI2";"T3 SH Shipper";"T3 SH Shipper2";"TM Destin. Location";"TM Destin. Location2";"Unpacked good";"Unpacked good2";"KPI AR-KeyDate: Amount in EUR";"KPI AR-KeyDate: Counter";"KPI AR-KeyDate: Net Value of Billing Item (DC)";"KPI AR-KeyDate: Weighted WoC Target days";"KPI AR-KeyDate: Weighted target days";"KPI AR-PM: Amount EUR";"KPI AR-PM: Counter";"KPI AR-PM: Diff WoC Target";"KPI AR-PM: EDO (Effective Days Outstanding)";"KPI AR-PM: Performance Days";"KPI AR-PM: Posting Days";"KPI AR-PM: Weighted WoC Target days";"KPI AR-PM: Weighted days late";"KPI AR-PM: Weighted performance";"KPI AR-PM: Weighted target days";"KPI COPA: Gross Sales Qty";"KPI COPA: Gross sales";"KPI COPA: Net proceeds";"KPI COPA: Net sales";"KPI COPA: Sales adjustments";"KPI COPA: Sales deductions";"KPI COSMOS: Consolidated Marginal Income 2a";"KPI COSMOS: Consolidated Marginal Income I";"KPI COSMOS: Gross Sales";"KPI COSMOS: Gross Sales Qty (in+ex)";"KPI COSMOS: Net Proceeds";"KPI COSMOS: Net Sales";"KPI COSMOS: Product Costs  Var.";"KPI COSMOS: Sales Adjustments";"KPI COSMOS: Sales Deductions";"KPI COSMOS: Total Manufacturing Costs  Fix";"KPI OTIF: # OT not in full";"KPI OTIF: # OTIF";"KPI OTIF: # late GI";"KPI OTIF: # late IF";"KPI OTIF: # late NIF";"KPI OTIF: # late create";"KPI OTIF: # late transport";"KPI OTIF: # not in full";"KPI OTIF: # on time";"KPI OTIF: # total deliveries";"KPI OTIF: # total late";"KPI OTIF: # total late+OT NIF";"KPI OTIF: 1. Agreed quantity KG";"KPI OTIF: Delivery Quantity KG";"KPI OTIF: Overdelivery KG";"KPI OTIF: Qty deviation KG";"KPI OTIF: Underdelivery KG";"KPI Sales: Delivery Quantity KG";"KPI Sales: Net value deliv. DC";"KPI Sales: Net value delivery EUR"
"AR-KeyDate";"";"";"75";"CA";"";"";"";"1175";"Covestro Resins(Fosh";"E";"Non core coproducer";"HK";"Hong Kong";"HK";"Hong Kong";"";"72";"CA Flagship";"722";"CA IC";"75021";"IC Furniture";"I08";"IN-PLA TransPlant";"#";"Not assigned";"";"B8KB";"PRD EP  CPD CAO B8KB";"";"";"";"#";"Not assigned";"70";"PM";"002.2026";"002.2026";"599";"SALESGROUP GLOBAL";"";"";"05";"Wood & Furniture";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"A70";"PM Sales APAC";"531";"PM TC SF/AS (TDI+)";"075";"PM Flex Foam APAC";"A902";"PM Furnit FF Slabsto";"3827899";"DESMODUR T 80-CN         0000,00 KG T01";"";"";"28.03.2026";"70520";"STDI";"";"B8KB";"PRD EP  CPD CAO B8KB";"12.02.2026";"70";"PM";"05";"TDI PM";"140";"TDI T 80";"191";"TDI T 80";"#";"70/05/140/191/Not as";"#";"70/05/140/191/Not as";"";"";"83331209";"TDI T 80 CN";"R3";"APAC";"R3";"APAC";"050";"PRD";"3";"Medium default risk";"#/#";"Not assigned";"52";"PRD";"DF20";"Covestro (Foshan)";"382671";"Covestro (Hong Kong) Limited";"HK HK";"Hong Kong Island";"382671";"Covestro (Hong Kong) Limited";"HK HK";"Hong Kong Island";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"6362338";"DESMODUR T 80-CN";"23465,44";"1,000";"23118,61";"492774,24";"1055944,80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-PM";"";"";"73";"EP";"";"";"";"0422";"Covestro (Thailand)";"E";"Non core coproducer";"US";"USA";"US";"USA";"";"05";"EP Other Indu.";"311";"EP Resins";"73999";"EP Resin others";"I08";"IN-PLA TransPlant";"#";"Not assigned";"";"";"";"";"";"";"#";"Not assigned";"70";"PM";"006.2025";"006.2025";"599";"SALESGROUP GLOBAL";"KR01";"COV Korea";"05";"Wood & Furniture";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"A70";"PM Sales APAC";"531";"PM TC SF/AS (TDI+)";"075";"PM Flex Foam APAC";"A902";"PM Furnit FF Slabsto";"2893677";"ARCOL POLYOL 5613        0000,00 KG SH01";"";"";"09.08.2025";"70540";"SPET";"";"IKKU";"PRD EP  CPD FLG";"21.06.2025";"70";"PM";"06";"PET PM";"200";"PET LONG-CHAINED";"201";"BASE POLYETHER LONG-";"#";"70/06/200/201/Not as";"#";"70/06/200/201/Not as";"";"";"5672708";"PET F-3040";"R2";"NA";"R2";"NA";"060";"EP Resins";"Not assigned";"Not assigned";"";"";"31";"EP";"TH20";"COV (Thailand) Ltd.";"3542233";"Plant ORAN";"US PA";"Pennsylvania";"3542233";"Plant ORAN";"US PA";"Pennsylvania";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"5559545";"ARCOL POLYOL 5613";"";"";"";"";"";"48708,05";"1,000";"0";"30,00";"32,00";"2,00";"1461241,50";"-730620,75";"1461,24";"2191862,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COSMOS";"";"";"73";"EP";"01.07.2025";"";"";"1554";"Covestro Polymers (C";"O";"Non core others";"MX";"Mexico";"MX";"Mexico";"";"#";"Not assigned";"#";"#";"#";"#";"D01";"DIR-Direct";"#";"Not assigned";"";"THAB";"PRD EP  CPD MTP THAB";"";"";"409,75";"BMSPL";"BMS PLANT";"";"";"007.2025";"007.2025";"599";"SALESGROUP GLOBAL";"TW03";"COV Taiwan domestic";"02";"Construction";"";"";"";"";"";"";"11249558";"Plant MXQR";"11249558";"Plant MXQR";"70";"PM";"A70";"PM Sales APAC";"521";"PM TC CON/OTH (MDI+)";"033";"PM B&C APAC";"A944";"PM Insulation Spray";"4448859";"DESMODUR 44 V 20 L CN    0250,00 KG B13";"";"";"";"70630";"SMDI";"";"THAB";"PRD EP  CPD MTP THAB";"";"70";"PM";"04";"MDI PM";"100";"MDI PM POLYMER";"172";"pMDI";"#";"70/04/100/172/Not as";"#";"70/04/100/172/Not as";"";"";"6727875";"MDI 44 V 20 L CN";"R2";"NA";"R2";"NA";"060";"EP Resins";"";"";"";"";"31";"EP";"B820";"COV Polymers (China)";"11249558";"Plant MXQR";"MX QUE";"Queretaro";"11249558";"Plant MXQR";"MX QUE";"Queretaro";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"6727883";"DESMODUR 44 V 20 L CN";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"39204,21";"34440,50";"85291,74";"12098,119";"83890,33";"82790,08";"49449,83";"-1100,25";"2501,66";"8604,10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-PM";"";"";"73";"EP";"";"";"";"1554";"Covestro Polymers (C";"N";"Non core tolling";"CN";"PR of China";"CN";"PR of China";"";"72";"CA Flagship";"722";"CA IC";"75032";"IC General Industry";"D01";"DIR-Direct";"#";"Not assigned";"";"";"";"";"";"";"BMSPL";"BMS PLANT";"70";"PM";"007.2025";"007.2025";"599";"SALESGROUP GLOBAL";"B220";"Western Europe";"05";"Wood & Furniture";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"N70";"PM Sales NA";"540";"PM TC SF/AS (TDI+)";"083";"PM Flex Foam NA";"N002";"PM Slabstock Foam";"2373436";"ARCOL POLYOL F-3040      0000,00 KG T01";"";"";"02.09.2025";"#";"Not assigned";"";"4AAB";"PRD EP  CPD GUA 4AAB";"31.07.2025";"70";"PM";"06";"PET PM";"200";"PET LONG-CHAINED";"201";"BASE POLYETHER LONG-";"#";"70/06/200/201/Not as";"#";"70/06/200/201/Not as";"";"";"5672708";"PET F-3040";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"Not assigned";"Not assigned";"";"";"31";"EP";"B820";"COV Polymers (China)";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"5493978";"ARCOL POLYOL F-3040";"";"";"";"";"";"71055,15";"2,000";"23";"38,00";"38,00";"0,00";"1065827,25";"568441,20";"2700,10";"2131654,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-PM";"";"";"73";"EP";"";"";"";"1554";"Covestro Polymers (C";"P";"Core coproducer";"US";"USA";"US";"USA";"";"53";"PM Others";"514";"PM Others";"70144";"PM Independent SH";"D04";"DIR-KA Large Account";"1260";"PM ISH";"";"";"";"";"";"";"#";"Not assigned";"70";"PM";"003.2025";"003.2025";"599";"SALESGROUP GLOBAL";"I120";"COV in.Priv.Ltd.";"02";"Construction";"";"";"";"";"";"";"3424348";"Sealed Air Corporation";"3424348";"Sealed Air Corporation";"70";"PM";"N70";"PM Sales NA";"541";"PM TC CON/OTH (MDI+)";"086";"PM Rigid Foam NA";"N016";"PM Poly-ISO";"1677350";"MONDUR 489               0000,00 KG T001";"";"";"15.04.2025";"#";"Not assigned";"";"4AAB";"PRD EP  CPD GUA 4AAB";"13.03.2025";"70";"PM";"04";"MDI PM";"100";"MDI PM POLYMER";"172";"pMDI";"#";"70/04/100/172/Not as";"#";"70/04/100/172/Not as";"";"";"5637295";"MDI 44 V 70 L";"R2";"NA";"R2";"NA";"060";"EP Resins";"Not assigned";"Not assigned";"";"";"31";"EP";"B820";"COV Polymers (China)";"5653076";"Sealed Air Corp";"US NC";"North Carolina";"5653076";"Sealed Air Corp";"US NC";"North Carolina";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"5289068";"MONDUR 489";"";"";"";"";"";"76783,83";"2,000";"14";"35,00";"37,00";"2,00";"1612460,43";"383919,15";"2687,43";"2303514,90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"OTIF";"26.11.2025";"";"";"";"";"7711054";"Shanghai Xiaorong Lo";"";"";"P";"Core coproducer";"CN";"PR of China";"CN";"PR of China";"";"72";"CA Flagship";"732";"CA Auto";"75012";"Auto OEM Metal";"D01";"DIR-Direct";"#";"Not assigned";"";"B8AA";"PRD PM  MDI TRAIN CA";"";"";"";"";"";"";"";"";"";"";"";"B220";"Western Europe";"05";"Wood & Furniture";"#";"#";"FR";"France";"FR/BAULE,MAC";"COV CAS MACHINES FR BAULE";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"N70";"PM Sales NA";"540";"PM TC SF/AS (TDI+)";"083";"PM Flex Foam NA";"N002";"PM Slabstock Foam";"2373401";"ARCOL POLYOL F-3040      0000,00 KG R001";"60";"Multimodal";"";"#";"Not assigned";"";"B8AA";"PRD PM  MDI TRAIN CA";"";"70";"PM";"06";"PET PM";"200";"PET LONG-CHAINED";"201";"BASE POLYETHER LONG-";"#";"70/06/200/201/Not as";"#";"70/06/200/201/Not as";"";"";"5672708";"PET F-3040";"R3";"APAC";"R3";"APAC";"";"";"";"";"";"";"";"";"";"";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"22.12.2025";"20.12.2025";"FR BAULE.MAC";"COV CAS MACHINES FR BAULE";"#";"#";"C_0011391972";"RUPAL PLASTIC PRIVATE LIMITED";"5493978";"ARCOL POLYOL F-3040";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,000";"1,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"1,000";"1,000";"0,000";"0,000";"8277,640";"8277,640";"0,000";"0,000";"-0,000";"";"";""
"COSMOS";"";"";"73";"EP";"20.02.2026";"";"";"1554";"Covestro Polymers (C";"C";"Core external market";"US";"USA";"US";"USA";"";"05";"EP Other Indu.";"311";"EP Resins";"73006";"EP Other DIS";"D01";"DIR-Direct";"#";"Not assigned";"";"IKKU";"PRD EP  CPD FLG";"";"";"-65,15";"BMSPL";"BMS PLANT";"";"";"002.2026";"002.2026";"599";"SALESGROUP GLOBAL";"TW02";"COV Taiwan2 export";"11";"Packaging";"";"";"";"";"";"";"11401413";"Formerra, LLC";"11401413";"Formerra, LLC";"70";"PM";"E70";"PM Sales EMLA";"522";"PM TC Stand. PC EMLA";"001";"PM Water Bottle EMLA";"E023";"PM Water Bottle";"82664050";"M.WB1239P       550360            FB080W";"";"";"";"70720";"SPCS";"";"IKKU";"PRD EP  CPD FLG";"";"70";"PM";"07";"SPCS";"611";"MAKROLON FOR WB (WAT";"897";"WATERBOTTLE";"#";"70/07/611/897/Not as";"#";"70/07/611/897/Not as";"";"";"80308699";"M.WB1239P       550360";"R2";"NA";"R2";"NA";"060";"EP Resins";"";"";"";"";"31";"EP";"B820";"COV Polymers (China)";"11401412";"Formerra, LLC";"US IL";"Illinois";"11401412";"Formerra, LLC";"US IL";"Illinois";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"80308699";"M.WB1239P       550360";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10972,08";"10207,68";"27403,13";"4023,954";"26073,38";"27079,21";"15865,69";"1005,83";"323,92";"4481,79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-KeyDate";"";"";"75";"CA";"";"";"";"1175";"Covestro Resins(Fosh";"B";"Non core basic chem.";"JP";"Japan";"JP";"Japan";"";"78";"SF";"780";"SF CON";"78001";"SF CON Div.Industr";"I08";"IN-PLA TransPlant";"#";"Not assigned";"";"4AAB";"PRD EP  CPD GUA 4AAB";"";"";"";"#";"Not assigned";"70";"PM";"009.2025";"009.2025";"599";"SALESGROUP GLOBAL";"";"";"03";"Electrica/Electronic";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"A70";"PM Sales APAC";"521";"PM TC CON/OTH (MDI+)";"077";"PM Appliance APAC";"A040";"PM Refri. & Free";"4448867";"DESMODUR 44 V 20 L CN    0000,00 KG T01";"";"";"06.10.2025";"70630";"SMDI";"";"4AAB";"PRD EP  CPD GUA 4AAB";"06.09.2025";"70";"PM";"04";"MDI PM";"100";"MDI PM POLYMER";"172";"pMDI";"#";"70/04/100/172/Not as";"#";"70/04/100/172/Not as";"";"";"6727875";"MDI 44 V 20 L CN";"R3";"APAC";"R3";"APAC";"050";"PRD";"#";"Not assigned";"#/#";"Not assigned";"52";"PRD";"DF20";"Covestro (Foshan)";"7371876";"Plant SUAR";"JP 27";"Osaka";"7371876";"Plant SUAR";"JP 27";"Osaka";"R31";"JAPAN";"R31";"JAPAN";"";"";"";"";"";"";"";"";"6727883";"DESMODUR 44 V 20 L CN";"87637,43";"1,000";"89971,30";"2629122,90";"2629122,90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-PM";"";"";"75";"CA";"";"";"";"1175";"Covestro Resins(Fosh";"C";"Core external market";"US";"USA";"US";"USA";"";"53";"PM Others";"514";"PM Others";"70144";"PM Independent SH";"I01";"IN-DIS Distributor";"1260";"PM ISH";"";"";"";"";"";"";"#";"Not assigned";"70";"PM";"008.2025";"008.2025";"599";"SALESGROUP GLOBAL";"TW03";"COV Taiwan domestic";"16";"Trader / Co-Producer";"";"";"";"";"";"";"3425332";"Carlisle Companies Incorporated";"3425332";"Carlisle Companies Incorporated";"70";"PM";"A70";"PM Sales APAC";"730";"PM RPM APAC";"096";"PM RPM ISO APAC";"A300";"PM Transfer ISO";"241990";"DESMODUR T 80            0250,00 KG B13";"";"";"11.11.2025";"70520";"STDI";"";"4AAB";"PRD EP  CPD GUA 4AAB";"10.08.2025";"70";"PM";"05";"TDI PM";"140";"TDI T 80";"191";"TDI T 80";"#";"70/05/140/191/Not as";"#";"70/05/140/191/Not as";"";"";"409448";"TDI T 80";"R2";"NA";"R2";"NA";"050";"PRD";"Not assigned";"Not assigned";"";"";"52";"PRD";"DF20";"Covestro (Foshan)";"11267987";"Accella Polyurethane Systems, LLC";"US PA";"Pennsylvania";"11267987";"Accella Polyurethane Systems, LLC";"US PA";"Pennsylvania";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"5213312";"DESMODUR T 80";"";"";"";"";"";"105029,26";"1,000";"80";"95,00";"98,00";"3,00";"1575438,90";"525146,30";"9977,78";"9452633,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COSMOS";"";"";"73";"EP";"03.06.2025";"";"";"1705";"Covestro Guangzhou/C";"E";"Non core coproducer";"DE";"Germany";"DE";"Germany";"";"52";"PM Consumer Goods";"517";"PM Soft Furniture";"70128";"PM Flex. Slabstock";"D03";"DIR-LT Long Tail (direct)";"1198";"PM P+PS Acc'ts EMLA";"";"IKKU";"PRD EP  CPD FLG";"";"";"-549,41";"#";"Not assigned";"";"";"006.2025";"006.2025";"LH1";"CHEYO";"SHA1";"COV Shanghai";"16";"Trader / Co-Producer";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"N70";"PM Sales NA";"541";"PM TC CON/OTH (MDI+)";"086";"PM Rigid Foam NA";"N205";"PM Independent SH";"3818636";"MONDUR MR LIGHT          0227,00 KG D008";"";"";"";"#";"Not assigned";"";"IKKU";"PRD EP  CPD FLG";"";"70";"PM";"04";"MDI PM";"100";"MDI PM POLYMER";"172";"pMDI";"#";"70/04/100/172/Not as";"#";"70/04/100/172/Not as";"";"";"4203380";"MDI 44 V 20 L";"R1";"EMEA";"R1";"EMEA";"060";"EP Resins";"";"";"";"";"31";"EP";"4A20";"COV Guangzhou Ltd";"4130170";"Covestro Deutschland AG";"DE 05";"Nrth Rhine Westfalia";"4130170";"Covestro Deutschland AG";"DE 05";"Nrth Rhine Westfalia";"R11";"WEST EUROPE";"R11";"WEST EUROPE";"";"";"";"";"";"";"";"";"5289122";"MONDUR MR LIGHT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"37047,70";"32755,16";"80696,83";"9243,623";"77810,06";"79070,25";"45054,89";"1260,19";"1626,58";"16718,47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-KeyDate";"";"";"73";"EP";"";"";"";"1554";"Covestro Polymers (C";"C";"Core external market";"CN";"PR of China";"CN";"PR of China";"";"52";"PM Consumer Goods";"502";"PM Appliance Insul.";"70024";"PM Refri. & Free";"D01";"DIR-Direct";"#";"Not assigned";"";"ORY1";"DCRP TOTAL DIST COLU";"";"";"";"BMSPL";"BMS PLANT";"70";"PM";"004.2026";"004.2026";"599";"SALESGROUP GLOBAL";"";"";"05";"Wood & Furniture";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"N70";"PM Sales NA";"540";"PM TC SF/AS (TDI+)";"083";"PM Flex Foam NA";"N002";"PM Slabstock Foam";"84189341";"ARCOL POLYOL HS-200      0000,00 KG T001";"";"";"25.05.2026";"#";"Not assigned";"";"ORY1";"DCRP TOTAL DIST COLU";"21.04.2026";"70";"PM";"06";"PET PM";"220";"PET FILLED";"21B";"PMPO BLEND FILLED";"#";"70/06/220/21B/Not as";"#";"70/06/220/21B/Not as";"";"";"83316692";"ARCOL POLYOL HS-200";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"1";"Excellent default";"1257/#";"1257/Not assigned";"31";"EP";"B820";"COV Polymers (China)";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"83316692";"ARCOL POLYOL HS-200";"293,80";"2,000";"";"4407,00";"8814,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-KeyDate";"";"";"73";"EP";"";"";"";"1554";"Covestro Polymers (C";"T";"Core tolling";"US";"USA";"US";"USA";"";"53";"PM Others";"514";"PM Others";"70144";"PM Independent SH";"I01";"IN-DIS Distributor";"1260";"PM ISH";"";"B8QA";"PRD CA  ISOCYANATES";"";"";"";"#";"Not assigned";"70";"PM";"004.2026";"004.2026";"599";"SALESGROUP GLOBAL";"";"";"05";"Wood & Furniture";"";"";"";"";"";"";"3425332";"Carlisle Companies Incorporated";"3425332";"Carlisle Companies Incorporated";"70";"PM";"E70";"PM Sales EMLA";"515";"PM TC SF/AS (TDI+)";"081";"PM Flex Foam EMEA";"E102";"PM Flex. Slabstock";"2375501";"ARCOL POLYOL 1107        0000,00 KG T01";"";"";"30.07.2026";"70540";"SPET";"";"B8QA";"PRD CA  ISOCYANATES";"28.04.2026";"70";"PM";"06";"PET PM";"200";"PET LONG-CHAINED";"201";"BASE POLYETHER LONG-";"#";"70/06/200/201/Not as";"#";"70/06/200/201/Not as";"";"";"5558646";"PET 1107";"R2";"NA";"R2";"NA";"060";"EP Resins";"3";"Medium default risk";"#/#";"Not assigned";"31";"EP";"B820";"COV Polymers (China)";"11267987";"Accella Polyurethane Systems, LLC";"US PA";"Pennsylvania";"11267987";"Accella Polyurethane Systems, LLC";"US PA";"Pennsylvania";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"5484758";"ARCOL POLYOL 1107";"581,96";"2,000";"";"8729,40";"52376,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COPA";"";"";"73";"EP";"";"";"";"1554";"Covestro Polymers (C";"B";"Non core basic chem.";"CN";"PR of China";"CN";"PR of China";"";"72";"CA Flagship";"722";"CA IC";"75021";"IC Furniture";"D01";"DIR-Direct";"#";"Not assigned";"";"B8AA";"PRD PM  MDI TRAIN CA";"";"";"";"#";"Not assigned";"";"";"002.2025";"002.2025";"599";"SALESGROUP GLOBAL";"B220";"Western Europe";"02";"Construction";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"N70";"PM Sales NA";"541";"PM TC CON/OTH (MDI+)";"086";"PM Rigid Foam NA";"N016";"PM Poly-ISO";"1677369";"MONDUR 489               0000,00 KG R001";"";"";"";"#";"Not assigned";"";"B8AA";"PRD PM  MDI TRAIN CA";"16.02.2025";"70";"PM";"04";"MDI PM";"100";"MDI PM POLYMER";"172";"pMDI";"#";"70/04/100/172/Not as";"#";"70/04/100/172/Not as";"";"";"5637295";"MDI 44 V 70 L";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"";"";"";"";"31";"EP";"B820";"COV Polymers (China)";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"5289068";"MONDUR 489";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"18636,770";"143130,39";"138315,95";"137116,21";"-1199,74";"6014,18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-KeyDate";"";"";"73";"EP";"";"";"";"1705";"Covestro Guangzhou/C";"E";"Non core coproducer";"US";"USA";"US";"USA";"";"21";"ELA";"201";"SCPU Elastomers";"72010";"ELA SCPU Others";"D01";"DIR-Direct";"#";"Not assigned";"";"YBK9";"DCRP MUSTERSERVICE D";"";"";"";"#";"Not assigned";"70";"PM";"004.2025";"004.2025";"LH1";"CHEYO";"";"";"05";"Wood & Furniture";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"A70";"PM Sales APAC";"531";"PM TC SF/AS (TDI+)";"075";"PM Flex Foam APAC";"A902";"PM Furnit FF Slabsto";"2893677";"ARCOL POLYOL 5613        0000,00 KG SH01";"";"";"15.07.2025";"70540";"SPET";"";"YBK9";"DCRP MUSTERSERVICE D";"13.04.2025";"70";"PM";"06";"PET PM";"200";"PET LONG-CHAINED";"201";"BASE POLYETHER LONG-";"#";"70/06/200/201/Not as";"#";"70/06/200/201/Not as";"";"";"5672708";"PET F-3040";"R2";"NA";"R2";"NA";"060";"EP Resins";"3";"Medium default risk";"0889/#";"0889/Not assigned";"31";"EP";"4A20";"COV Guangzhou Ltd";"904546";"Covestro LLC";"US PA";"Pennsylvania";"904546";"Covestro LLC";"US PA";"Pennsylvania";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"5559545";"ARCOL POLYOL 5613";"38920,12";"2,000";"38910,65";"1167603,60";"3502810,80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
